(0.22222, 0.0, 0.0),
(0.77778, 0.0, 0.0),
(0.22222, 0.0, 0.11111),
(0.77778, 0.0, 0.11111),
(0.77778, 0.0, 0.88889),
(0.22222, 0.0, 0.88889),
(0.22222, 0.0, 0.22222),
(0.77778, 0.0, 0.22222),
(0.77778, 0.0, 0.77778),
(0.22222, 0.0, 0.77778),
(0.22222, 0.0, 0.33333),
(0.77778, 0.0, 0.33333),
(0.77778, 0.0, 0.66667),
(0.22222, 0.0, 0.66667),
(0.22222, 0.0, 0.44444),
(0.77778, 0.0, 0.44444),
(0.77778, 0.0, 0.55556),
(0.22222, 0.0, 0.55556),
(0.33333, 0.0, 0.0),
(0.66667, 0.0, 0.0),
(0.33333, 0.0, 0.11111),
(0.66667, 0.0, 0.11111),
(0.66667, 0.0, 0.88889),
(0.33333, 0.0, 0.88889),
(0.33333, 0.0, 0.22222),
(0.66667, 0.0, 0.22222),
(0.66667, 0.0, 0.77778),
(0.33333, 0.0, 0.77778),
(0.33333, 0.0, 0.33333),
(0.66667, 0.0, 0.33333),
(0.66667, 0.0, 0.66667),
(0.33333, 0.0, 0.66667),
(0.33333, 0.0, 0.44444),
(0.66667, 0.0, 0.44444),
(0.66667, 0.0, 0.55556),
(0.33333, 0.0, 0.55556),
(0.44444, 0.0, 0.0),
(0.55556, 0.0, 0.0),
(0.44444, 0.0, 0.11111),
(0.55556, 0.0, 0.11111),
(0.55556, 0.0, 0.88889),
(0.44444, 0.0, 0.88889),
(0.44444, 0.0, 0.22222),
(0.55556, 0.0, 0.22222),
(0.55556, 0.0, 0.77778),
(0.44444, 0.0, 0.77778),
(0.44444, 0.0, 0.33333),
(0.55556, 0.0, 0.33333),
(0.55556, 0.0, 0.66667),
(0.44444, 0.0, 0.66667),
(0.44444, 0.0, 0.44444),
(0.55556, 0.0, 0.44444),
(0.55556, 0.0, 0.55556),
(0.44444, 0.0, 0.55556),
(0.0, 0.35501, 0.0),
(0.0, 0.64499, 0.0),
(0.0, 0.35501, 0.11111),
(0.0, 0.64499, 0.11111),
(0.0, 0.35501, 0.88889),
(0.0, 0.64499, 0.88889),
(0.0, 0.35501, 0.22222),
(0.0, 0.64499, 0.22222),
(0.0, 0.35501, 0.77778),
(0.0, 0.64499, 0.77778),
(0.0, 0.35501, 0.33333),
(0.0, 0.64499, 0.33333),
(0.0, 0.35501, 0.66667),
(0.0, 0.64499, 0.66667),
(0.0, 0.35501, 0.44444),
(0.0, 0.64499, 0.44444),
(0.0, 0.35501, 0.55556),
(0.0, 0.64499, 0.55556),
(0.11111, 0.35501, 0.0),
(0.88889, 0.64499, 0.0),
(0.88889, 0.35501, 0.0),
(0.11111, 0.64499, 0.0),
(0.11111, 0.35501, 0.11111),
(0.88889, 0.64499, 0.11111),
(0.88889, 0.35501, 0.88889),
(0.11111, 0.64499, 0.88889),
(0.88889, 0.64499, 0.88889),
(0.11111, 0.35501, 0.88889),
(0.11111, 0.64499, 0.11111),
(0.88889, 0.35501, 0.11111),
(0.11111, 0.35501, 0.22222),
(0.88889, 0.64499, 0.22222),
(0.88889, 0.35501, 0.77778),
(0.11111, 0.64499, 0.77778),
(0.88889, 0.64499, 0.77778),
(0.11111, 0.35501, 0.77778),
(0.11111, 0.64499, 0.22222),
(0.88889, 0.35501, 0.22222),
(0.11111, 0.35501, 0.33333),
(0.88889, 0.64499, 0.33333),
(0.88889, 0.35501, 0.66667),
(0.11111, 0.64499, 0.66667),
(0.88889, 0.64499, 0.66667),
(0.11111, 0.35501, 0.66667),
(0.11111, 0.64499, 0.33333),
(0.88889, 0.35501, 0.33333),
(0.11111, 0.35501, 0.44444),
(0.88889, 0.64499, 0.44444),
(0.88889, 0.35501, 0.55556),
(0.11111, 0.64499, 0.55556),
(0.88889, 0.64499, 0.55556),
(0.11111, 0.35501, 0.55556),
(0.11111, 0.64499, 0.44444),
(0.88889, 0.35501, 0.44444),
(0.22222, 0.35501, 0.0),
(0.77778, 0.64499, 0.0),
(0.77778, 0.35501, 0.0),
(0.22222, 0.64499, 0.0),
(0.22222, 0.35501, 0.11111),
(0.77778, 0.64499, 0.11111),
(0.77778, 0.35501, 0.88889),
(0.22222, 0.64499, 0.88889),
(0.77778, 0.64499, 0.88889),
(0.22222, 0.35501, 0.88889),
(0.22222, 0.64499, 0.11111),
(0.77778, 0.35501, 0.11111),
(0.22222, 0.35501, 0.22222),
(0.77778, 0.64499, 0.22222),
(0.77778, 0.35501, 0.77778),
(0.22222, 0.64499, 0.77778),
(0.77778, 0.64499, 0.77778),
(0.22222, 0.35501, 0.77778),
(0.22222, 0.64499, 0.22222),
(0.77778, 0.35501, 0.22222),
(0.22222, 0.35501, 0.33333),
(0.77778, 0.64499, 0.33333),
(0.77778, 0.35501, 0.66667),
(0.22222, 0.64499, 0.66667),
(0.77778, 0.64499, 0.66667),
(0.22222, 0.35501, 0.66667),
(0.22222, 0.64499, 0.33333),
(0.77778, 0.35501, 0.33333),
(0.22222, 0.35501, 0.44444),
(0.77778, 0.64499, 0.44444),
(0.77778, 0.35501, 0.55556),
(0.22222, 0.64499, 0.55556),
(0.77778, 0.64499, 0.55556),
(0.22222, 0.35501, 0.55556),
(0.22222, 0.64499, 0.44444),
(0.77778, 0.35501, 0.44444),
(0.33333, 0.35501, 0.0),
(0.66667, 0.64499, 0.0),
(0.66667, 0.35501, 0.0),
(0.33333, 0.64499, 0.0),
(0.33333, 0.35501, 0.11111),
(0.66667, 0.64499, 0.11111),
(0.66667, 0.35501, 0.88889),
(0.33333, 0.64499, 0.88889),
(0.66667, 0.64499, 0.88889),
(0.33333, 0.35501, 0.88889),
(0.33333, 0.64499, 0.11111),
(0.66667, 0.35501, 0.11111),
(0.33333, 0.35501, 0.22222),
(0.66667, 0.64499, 0.22222),
(0.66667, 0.35501, 0.77778),
(0.33333, 0.64499, 0.77778),
(0.66667, 0.64499, 0.77778),
(0.33333, 0.35501, 0.77778),
(0.33333, 0.64499, 0.22222),
(0.66667, 0.35501, 0.22222),
(0.33333, 0.35501, 0.33333),
(0.66667, 0.64499, 0.33333),
(0.66667, 0.35501, 0.66667),
(0.33333, 0.64499, 0.66667),
(0.66667, 0.64499, 0.66667),
(0.33333, 0.35501, 0.66667),
(0.33333, 0.64499, 0.33333),
(0.66667, 0.35501, 0.33333),
(0.33333, 0.35501, 0.44444),
(0.66667, 0.64499, 0.44444),
(0.66667, 0.35501, 0.55556),
(0.33333, 0.64499, 0.55556),
(0.66667, 0.64499, 0.55556),
(0.33333, 0.35501, 0.55556),
(0.33333, 0.64499, 0.44444),
(0.66667, 0.35501, 0.44444),
(0.44444, 0.35501, 0.0),
(0.55556, 0.64499, 0.0),
(0.55556, 0.35501, 0.0),
(0.44444, 0.64499, 0.0),
(0.44444, 0.35501, 0.11111),
(0.55556, 0.64499, 0.11111),
(0.55556, 0.35501, 0.88889),
(0.44444, 0.64499, 0.88889),
(0.55556, 0.64499, 0.88889),
(0.44444, 0.35501, 0.88889),
(0.44444, 0.64499, 0.11111),
(0.55556, 0.35501, 0.11111),
(0.44444, 0.35501, 0.22222),
(0.55556, 0.64499, 0.22222),
(0.55556, 0.35501, 0.77778),
(0.44444, 0.64499, 0.77778),
(0.55556, 0.64499, 0.77778),
(0.44444, 0.35501, 0.77778),
