h,k,l,intensity_exp,intensity_exp_err,intensity_sim,normalised_intensity_exp
0.0,-3.66666666666667,0.111111111111111,0.0,0.0,1.8543938e-06,0.0
0.0,-3.77777777777778,0.111111111111111,0.0,0.0,4.258597e-06,0.0
0.0,-3.88888888888889,0.111111111111111,0.0,0.0,1.3057805e-08,0.0
0.0,-4.0,0.111111111111111,0.0,0.0,6.24801e-06,0.0
0.0,-4.11111111111111,0.111111111111111,0.0,0.0,6.907266e-09,0.0
0.0,-4.22222222222222,0.111111111111111,0.0,0.0,3.9599818e-06,0.0
0.0,-4.33333333333333,0.111111111111111,0.0,0.0,2.2228608e-06,0.0
0.0,-4.44444444444444,0.111111111111111,0.0,0.0,1.2312958e-06,0.0
0.0,-4.55555555555556,0.111111111111111,0.0,0.0,9.3191176e-08,0.0
0.0,-4.66666666666667,0.111111111111111,0.0,0.0,2.7805204e-06,0.0
0.0,-4.77777777777778,0.111111111111111,0.0,0.0,4.3955416e-07,0.0
0.0,-4.88888888888889,0.111111111111111,0.0,0.0,4.026984e-07,0.0
0.0,-5.0,0.111111111111111,0.0,0.0,1.8242769e-06,0.0
0.0,-0.0,0.222222222222222,0.0,0.0,0.00017147684,0.0
0.0,-0.111111111111111,0.222222222222222,0.0,0.0,2.3453084e-09,0.0
0.0,-0.222222222222222,0.222222222222222,0.0,0.0,1.6103867e-06,0.0
0.0,-0.333333333333333,0.222222222222222,0.0,0.0,3.0583653e-08,0.0
0.0,-0.444444444444444,0.222222222222222,0.0,0.0,5.395872e-07,0.0
0.0,-0.555555555555556,0.222222222222222,0.0,0.0,2.7406872e-09,0.0
0.0,-0.666666666666667,0.222222222222222,0.0,0.0,4.4193007e-07,0.0
0.0,-0.777777777777778,0.222222222222222,0.0,0.0,2.460862e-07,0.0
0.0,-0.888888888888889,0.222222222222222,0.0,0.0,1.7735142e-07,0.0
0.0,-1.0,0.222222222222222,0.0,0.0,5.472114e-06,0.0
0.0,-1.11111111111111,0.222222222222222,0.0,0.0,2.7785694e-07,0.0
0.0,-1.22222222222222,0.222222222222222,0.0,0.0,4.0526243e-07,0.0
0.0,-1.33333333333333,0.222222222222222,0.0,0.0,7.350188e-07,0.0
0.0,-1.44444444444444,0.222222222222222,0.0,0.0,2.1689809e-08,0.0
0.0,-1.55555555555556,0.222222222222222,0.0,0.0,4.3546618e-07,0.0
0.0,-1.66666666666667,0.222222222222222,0.0,0.0,5.2130713e-07,0.0
0.0,-1.77777777777778,0.222222222222222,0.0,0.0,1.4831168e-05,0.0
0.0,-1.88888888888889,0.222222222222222,0.0,0.0,6.796649e-08,0.0
0.0,-2.0,0.222222222222222,0.0,0.0,1.4685532e-05,0.0
0.0,-2.11111111111111,0.222222222222222,0.0,0.0,6.4009356e-08,0.0
0.0,-2.22222222222222,0.222222222222222,0.0,0.0,5.320868e-06,0.0
0.0,-2.33333333333333,0.222222222222222,0.0,0.0,7.119694e-07,0.0
0.0,-2.44444444444444,0.222222222222222,0.0,0.0,4.5753956e-07,0.0
0.0,-2.55555555555556,0.222222222222222,0.0,0.0,3.32206e-08,0.0
0.0,-2.66666666666667,0.222222222222222,0.0,0.0,4.848574e-07,0.0
0.0,-2.77777777777778,0.222222222222222,0.0,0.0,2.3965557e-08,0.0
0.0,-2.88888888888889,0.222222222222222,0.0,0.0,1.4027674e-07,0.0
0.0,-3.0,0.222222222222222,0.0,0.0,2.606919e-06,0.0
0.0,-3.11111111111111,0.222222222222222,0.0,0.0,1.5200207e-07,0.0
0.0,-3.22222222222222,0.222222222222222,0.0,0.0,2.676134e-08,0.0
0.0,-3.33333333333333,0.222222222222222,0.0,0.0,4.148977e-07,0.0
0.0,-3.44444444444444,0.222222222222222,0.0,0.0,1.2058419e-07,0.0
0.0,-3.55555555555556,0.222222222222222,0.0,0.0,9.58105e-07,0.0
0.0,-3.66666666666667,0.222222222222222,0.0,0.0,4.995213e-07,0.0
0.0,-3.77777777777778,0.222222222222222,0.0,0.0,1.1008742e-06,0.0
0.0,-3.88888888888889,0.222222222222222,0.0,0.0,5.19094e-10,0.0
0.0,-4.0,0.222222222222222,0.0,0.0,1.7228554e-06,0.0
0.0,-4.11111111111111,0.222222222222222,0.0,0.0,1.2967892e-10,0.0
0.0,-4.22222222222222,0.222222222222222,0.0,0.0,1.033018e-06,0.0
0.0,-4.33333333333333,0.222222222222222,0.0,0.0,6.1551515e-07,0.0
0.0,-4.44444444444444,0.222222222222222,0.0,0.0,3.1002423e-07,0.0
0.0,-4.55555555555556,0.222222222222222,0.0,0.0,4.217848e-08,0.0
0.0,-4.66666666666667,0.222222222222222,0.0,0.0,6.386097e-07,0.0
0.0,-4.77777777777778,0.222222222222222,0.0,0.0,8.708445e-08,0.0
0.0,-4.88888888888889,0.222222222222222,0.0,0.0,8.9524534e-08,0.0
0.0,-5.0,0.222222222222222,0.0,0.0,3.9890497e-07,0.0
0.0,-0.0,0.333333333333333,0.0,0.0,6.1340963e-12,0.0
0.0,-0.111111111111111,0.333333333333333,0.0,0.0,1.4078843e-16,0.0
0.0,-0.222222222222222,0.333333333333333,0.0,0.0,4.8951074e-14,0.0
0.0,-0.333333333333333,0.333333333333333,0.0,0.0,1.2868796e-15,0.0
0.0,-0.444444444444444,0.333333333333333,0.0,0.0,1.7402905e-14,0.0
0.0,-0.555555555555556,0.333333333333333,0.0,0.0,1.2082691e-16,0.0
0.0,-0.666666666666667,0.333333333333333,0.0,0.0,1.4136436e-14,0.0
0.0,-0.777777777777778,0.333333333333333,0.0,0.0,7.66101e-15,0.0
0.0,-0.888888888888889,0.333333333333333,0.0,0.0,6.523101e-15,0.0
0.0,-1.0,0.333333333333333,0.0,0.0,2.2314733e-13,0.0
0.0,-1.11111111111111,0.333333333333333,0.0,0.0,1.0311852e-14,0.0
0.0,-1.22222222222222,0.333333333333333,0.0,0.0,1.12015855e-14,0.0
